Server round: 1 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4F70>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6521251551206073, num_examples=100, metrics={'accuracy': 0.87, 'cid': '62'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F4C0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=1.8192281540519863, num_examples=100, metrics={'accuracy': 0.6, 'cid': '12'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4E20>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=1.203485400362001, num_examples=100, metrics={'accuracy': 0.7, 'cid': '65'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401760>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=1.6971343667954295, num_examples=100, metrics={'accuracy': 0.66, 'cid': '43'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D48B0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6672525865508376, num_examples=100, metrics={'accuracy': 0.83, 'cid': '88'}))]
Server round: 22 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401430>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.34464412573888575, num_examples=100, metrics={'accuracy': 0.89, 'cid': '50'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4AF0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.31461929553082824, num_examples=100, metrics={'accuracy': 0.91, 'cid': '72'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4A30>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4979133428266121, num_examples=100, metrics={'accuracy': 0.87, 'cid': '74'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401AC0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6123312359727595, num_examples=100, metrics={'accuracy': 0.79, 'cid': '35'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.17873743153374597, num_examples=100, metrics={'accuracy': 0.96, 'cid': '55'}))]
Server round: 23 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401340>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.22900441425173704, num_examples=100, metrics={'accuracy': 0.93, 'cid': '51'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09742E5B0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.33539991643124295, num_examples=100, metrics={'accuracy': 0.92, 'cid': '82'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F490>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.41729658052672464, num_examples=100, metrics={'accuracy': 0.86, 'cid': '10'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4EE0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.18729894431074182, num_examples=100, metrics={'accuracy': 0.94, 'cid': '63'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401310>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.13901020045209822, num_examples=100, metrics={'accuracy': 0.96, 'cid': '53'}))]
Server round: 24 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401EB0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5455139871864416, num_examples=100, metrics={'accuracy': 0.89, 'cid': '26'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4430>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6012449386981645, num_examples=100, metrics={'accuracy': 0.82, 'cid': '98'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F8E0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4661673478137442, num_examples=100, metrics={'accuracy': 0.84, 'cid': '3'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.1904525276892813, num_examples=100, metrics={'accuracy': 0.96, 'cid': '55'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401550>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5948173378502097, num_examples=100, metrics={'accuracy': 0.84, 'cid': '39'}))]
Server round: 25 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401820>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.45326304679360446, num_examples=100, metrics={'accuracy': 0.87, 'cid': '41'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401070>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3975191238114813, num_examples=100, metrics={'accuracy': 0.84, 'cid': '58'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401F40>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4808382702933685, num_examples=100, metrics={'accuracy': 0.82, 'cid': '25'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401220>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.0871916173490005, num_examples=100, metrics={'accuracy': 0.99, 'cid': '54'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09742E5E0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.09914438865787358, num_examples=100, metrics={'accuracy': 0.98, 'cid': '86'}))]
Server round: 26 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F0D0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6354606809281017, num_examples=100, metrics={'accuracy': 0.85, 'cid': '20'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401BE0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3828873903021543, num_examples=100, metrics={'accuracy': 0.88, 'cid': '24'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F790>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5349592899112758, num_examples=100, metrics={'accuracy': 0.83, 'cid': '6'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D41C0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.37073772386291715, num_examples=100, metrics={'accuracy': 0.88, 'cid': '96'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097429AF0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3127210769060252, num_examples=100, metrics={'accuracy': 0.91, 'cid': '1'}))]
Server round: 27 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09742E4F0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.1958767216243932, num_examples=100, metrics={'accuracy': 0.93, 'cid': '84'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401BE0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.37962723677263666, num_examples=100, metrics={'accuracy': 0.89, 'cid': '24'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09742E5E0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.09845696415113514, num_examples=100, metrics={'accuracy': 0.98, 'cid': '86'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.394150598120372, num_examples=100, metrics={'accuracy': 0.85, 'cid': '18'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F430>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4519849093315893, num_examples=100, metrics={'accuracy': 0.84, 'cid': '13'}))]
Server round: 28 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974010A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.35735960461373273, num_examples=100, metrics={'accuracy': 0.87, 'cid': '56'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4E20>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5209075611508229, num_examples=100, metrics={'accuracy': 0.89, 'cid': '65'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401C10>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.42430372868156885, num_examples=100, metrics={'accuracy': 0.89, 'cid': '32'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401BE0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.38743013249380664, num_examples=100, metrics={'accuracy': 0.87, 'cid': '24'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401A90>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.38310813737213933, num_examples=100, metrics={'accuracy': 0.87, 'cid': '27'}))]
Server round: 29 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F0D0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6522678152382967, num_examples=100, metrics={'accuracy': 0.86, 'cid': '20'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4F70>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.04782428251683812, num_examples=100, metrics={'accuracy': 1.0, 'cid': '62'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4C70>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5614122747267668, num_examples=100, metrics={'accuracy': 0.84, 'cid': '67'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097429940>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.34154187415656395, num_examples=100, metrics={'accuracy': 0.93, 'cid': '0'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4D90>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4351290780196353, num_examples=100, metrics={'accuracy': 0.87, 'cid': '66'}))]
Server round: 30 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974010A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3451966962728831, num_examples=100, metrics={'accuracy': 0.9, 'cid': '56'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974016A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3375299085821861, num_examples=100, metrics={'accuracy': 0.88, 'cid': '36'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740FC40>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5356279231023438, num_examples=100, metrics={'accuracy': 0.88, 'cid': '11'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401B50>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.33963999899311964, num_examples=100, metrics={'accuracy': 0.92, 'cid': '34'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401E80>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4527412369040881, num_examples=100, metrics={'accuracy': 0.84, 'cid': '23'}))]
Server round: 31 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D49A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.23448799066036938, num_examples=100, metrics={'accuracy': 0.94, 'cid': '75'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4C70>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.547498721626681, num_examples=100, metrics={'accuracy': 0.84, 'cid': '67'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F5E0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.2968756633074658, num_examples=100, metrics={'accuracy': 0.91, 'cid': '8'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740FC40>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.570183379456991, num_examples=100, metrics={'accuracy': 0.84, 'cid': '11'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401100>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.2635331277229932, num_examples=100, metrics={'accuracy': 0.95, 'cid': '57'}))]
Server round: 32 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F820>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4917157857423477, num_examples=100, metrics={'accuracy': 0.83, 'cid': '4'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401A90>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3685302333205895, num_examples=100, metrics={'accuracy': 0.87, 'cid': '27'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974010A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3312440093906839, num_examples=100, metrics={'accuracy': 0.89, 'cid': '56'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401310>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.1412055371399797, num_examples=100, metrics={'accuracy': 0.96, 'cid': '53'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4CD0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.23768043211697829, num_examples=100, metrics={'accuracy': 0.92, 'cid': '68'}))]
Server round: 33 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401340>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.22822719595658783, num_examples=100, metrics={'accuracy': 0.93, 'cid': '51'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401970>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.7806564857953263, num_examples=100, metrics={'accuracy': 0.78, 'cid': '38'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4F70>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.04788877386530121, num_examples=100, metrics={'accuracy': 1.0, 'cid': '62'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4FD0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.39773708519333434, num_examples=100, metrics={'accuracy': 0.85, 'cid': '59'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5698449292107292, num_examples=100, metrics={'accuracy': 0.87, 'cid': '99'}))]
Server round: 34 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401070>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3815018977324929, num_examples=100, metrics={'accuracy': 0.88, 'cid': '58'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4B80>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.2315073237766259, num_examples=100, metrics={'accuracy': 0.94, 'cid': '71'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.39650688700983466, num_examples=100, metrics={'accuracy': 0.88, 'cid': '18'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401310>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.13327196515047054, num_examples=100, metrics={'accuracy': 0.97, 'cid': '53'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F5E0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.27789476344603886, num_examples=100, metrics={'accuracy': 0.94, 'cid': '8'}))]
Server round: 35 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.17711274531823915, num_examples=100, metrics={'accuracy': 0.96, 'cid': '55'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401310>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.14849388358340043, num_examples=100, metrics={'accuracy': 0.96, 'cid': '53'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974014C0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.46004254708342124, num_examples=100, metrics={'accuracy': 0.87, 'cid': '49'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4EE0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.19261843512786064, num_examples=100, metrics={'accuracy': 0.94, 'cid': '63'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974010A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3973049710620289, num_examples=100, metrics={'accuracy': 0.84, 'cid': '56'}))]
Server round: 36 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09742E700>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.19052186545999883, num_examples=100, metrics={'accuracy': 0.92, 'cid': '85'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D49D0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.11722806284212817, num_examples=100, metrics={'accuracy': 0.97, 'cid': '73'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F700>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.34744132366268465, num_examples=100, metrics={'accuracy': 0.9, 'cid': '7'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F0D0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6326427878386842, num_examples=100, metrics={'accuracy': 0.85, 'cid': '20'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401220>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.0917329810477309, num_examples=100, metrics={'accuracy': 0.99, 'cid': '54'}))]
Server round: 37 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4610>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.16223679300135005, num_examples=100, metrics={'accuracy': 0.96, 'cid': '94'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09742E490>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.2048624020233332, num_examples=100, metrics={'accuracy': 0.95, 'cid': '83'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F3A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5793488888400113, num_examples=100, metrics={'accuracy': 0.87, 'cid': '15'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5625863539467079, num_examples=100, metrics={'accuracy': 0.86, 'cid': '99'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401D60>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4626909092165882, num_examples=100, metrics={'accuracy': 0.88, 'cid': '29'}))]
Server round: 38 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F220>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6520542572724335, num_examples=100, metrics={'accuracy': 0.84, 'cid': '17'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401430>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3114301211702555, num_examples=100, metrics={'accuracy': 0.9, 'cid': '50'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4F70>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.04153897867644103, num_examples=100, metrics={'accuracy': 1.0, 'cid': '62'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D48B0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.05342749678028708, num_examples=100, metrics={'accuracy': 1.0, 'cid': '88'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401220>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.08967683173950666, num_examples=100, metrics={'accuracy': 0.98, 'cid': '54'}))]
Server round: 39 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F490>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.39644179553934983, num_examples=100, metrics={'accuracy': 0.87, 'cid': '10'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401940>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.31973170469528556, num_examples=100, metrics={'accuracy': 0.94, 'cid': '30'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401580>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3825832376671186, num_examples=100, metrics={'accuracy': 0.9, 'cid': '47'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401AC0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5476196893622045, num_examples=100, metrics={'accuracy': 0.86, 'cid': '35'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09742E850>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.6163516826670614, num_examples=100, metrics={'accuracy': 0.81, 'cid': '78'}))]
Server round: 40 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401430>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.29642154998995673, num_examples=100, metrics={'accuracy': 0.89, 'cid': '50'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4B20>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.14579973352376302, num_examples=100, metrics={'accuracy': 0.97, 'cid': '70'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D48B0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.05062171479375646, num_examples=100, metrics={'accuracy': 1.0, 'cid': '88'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974017F0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3497117882580898, num_examples=100, metrics={'accuracy': 0.91, 'cid': '33'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F040>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.7634494875590633, num_examples=100, metrics={'accuracy': 0.8, 'cid': '21'}))]
Server round: 41 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F3A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5730696196389344, num_examples=100, metrics={'accuracy': 0.87, 'cid': '15'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740FC40>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.5419866197741549, num_examples=100, metrics={'accuracy': 0.85, 'cid': '11'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401580>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.39510067748878663, num_examples=100, metrics={'accuracy': 0.89, 'cid': '47'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D4D30>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.4836432349910222, num_examples=100, metrics={'accuracy': 0.87, 'cid': '60'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F220>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.665083386521104, num_examples=100, metrics={'accuracy': 0.84, 'cid': '17'}))]
Server round: 42 results: [(<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0973D44C0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.715584690693648, num_examples=100, metrics={'accuracy': 0.78, 'cid': '97'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F097401190>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.15819350379978553, num_examples=100, metrics={'accuracy': 0.99, 'cid': '55'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974018B0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.43103295199434105, num_examples=100, metrics={'accuracy': 0.88, 'cid': '40'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F0974013A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.20168238647320905, num_examples=100, metrics={'accuracy': 0.94, 'cid': '52'})), (<flwr.simulation.ray_transport.ray_client_proxy.RayClientProxy object at 0x000001F09740F9A0>, EvaluateRes(status=Status(code=<Code.OK: 0>, message='Success'), loss=0.3533167250836888, num_examples=100, metrics={'accuracy': 0.89, 'cid': '2'}))]
